name,typeString,addressLineOne,addressLineTwo,city,state,zipFive,zipFour,county,isPoBoxLocation,phone,drivingDirectionsLink,grantNumber,delegateNumber,programName,programAddressLineOne,programAddressLineTwo,programCity,programState,programZipFive,programZipFour,programCounty,programPhone,programRegistrationPhone,latitude,longitude
Hutchins Elementary School,,1919 W Hutchins Pl,,San Antonio,TX,78224,1602,Bexar County,,(210) 977-7200,,06CH010831,0,South San Antonio Independent School District,1450 Gillette Blvd, ,San Antonio,TX,78224,2100,Bexar County,(210) 977-7200,(210)977-7051,29.3463,-98.5374
Palo Alto Elementary School,,1725 Palo Alto Rd,,San Antonio,TX,78211,4029,Bexar County,,(210) 977-7125,,06CH010831,0,South San Antonio Independent School District,1450 Gillette Blvd, ,San Antonio,TX,78224,2100,Bexar County,(210) 977-7125,(210)977-7051,29.3348,-98.5524
Price Elementary School,,245 Price Ave,,San Antonio,TX,78211,2907,Bexar County,,(210) 977-7225,,06CH010831,0,South San Antonio Independent School District,1450 Gillette Blvd, ,San Antonio,TX,78224,2100,Bexar County,(210) 977-7225,(210)977-7051,29.3605,-98.5536
Frank Madla Elementary School,,6100 Royalgate Dr,,San Antonio,TX,78242,1133,Bexar County,,(210) 645-3800,,06CH010831,0,South San Antonio Independent School District,1450 Gillette Blvd, ,San Antonio,TX,78224,2100,Bexar County,(210) 645-3800,(210)977-7051,29.372,-98.6095
Moore HS/EHS,,312 N Janeway Ave,,Moore,OK,73160,3918,Cleveland County,,(405) 912-9993,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 912-9993,(405)292-6440 - 340,35.3352,-97.4982
CSBI  HS/EHS,,1111 E Main St,,Norman,OK,73071,5331,Cleveland County,,(405) 701-2141,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 701-2141,(405)292-6440 - 340,35.2256,-97.4287
Learning Tree HS/EHS - Shawnee,,1528 N McKinley Ave,,Shawnee,OK,74801,5207,Pottawatomie County,,(405) 214-4446,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 214-4446,(405)292-6440 - 340,35.3434,-96.9138
Union Street Head Start/Early Head Start,,501 N Union Ave,,Shawnee,OK,74801,7057,Pottawatomie County,,(405) 214-4323,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 214-4323,(405)292-6440 - 340,35.3328,-96.9208
Neighborhood Head Start,,1002 W 7th St,,Shawnee,OK,74801,7645,Pottawatomie County,,(405) 275-9837,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 275-9837,(405)292-6440 - 340,35.3269,-96.9363
Beginnings Academy,,501 NW Woodridge Dr,,Lawton,OK,73507,2265,Comanche County,,(580) 354-9865,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(580) 354-9865,(405)292-6440 - 340,34.6345,-98.3928
St Stephens Head Start,,1801 W Brooks St,,Norman,OK,73069,4235,Cleveland County,,(405) 360-2124,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 360-2124,(405)292-6440 - 340,35.208,-97.4685
Maud Head Start,,310 West Young St,,Maud,OK,74854,2017,Seminole County,,(405) 374-9085,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 374-9085,(405)292-6440 - 340,35.1333,-96.7783
Bethel Head Start / EHS,,35500 Hardesty Rd,,Shawnee,OK,74801,5667,Pottawatomie County,,(405) 275-2955,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 275-2955,(405)292-6440 - 340,35.305,-97.027
Noble Head Start/Early Head Start,,204 N Main St,,Noble,OK,73068,9350,Cleveland County,,(405) 872-1713,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 872-1713,(405)292-6440 - 340,35.1421,-97.3947
Main Street Head Start/Early Head Start,,1333 W Main St,,Norman,OK,73069,6864,Cleveland County,,(405) 292-6440,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 292-6440,(405)292-6440 - 340,35.2192,-97.462
Little Axe Head Start,,1000 168th Ave NE,,Norman,OK,73026,9200,Cleveland County,,(405) 579-2352,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 579-2352,(405)292-6440 - 340,35.2283,-97.1944
Tecumseh Head Start,,515 N 3rd St,,Tecumseh,OK,74873,2217,Pottawatomie County,,(405) 598-5114,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(405) 598-5114,(405)292-6440 - 340,35.2624,-96.9337
Summit Ridge Head Start/ Early Head Start,,502 NE Flower Mound Rd,,Lawton,OK,73507,7231,Comanche County,,(580) 354-9199,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(580) 354-9199,(405)292-6440 - 340,34.6144,-98.3529
Education Engine HS/EHS,,2402 SW E Ave,Education Engine,Lawton,OK,73505,7332,Comanche County,,(580) 248-0474,,06CH010830,0,"Crossroads Youth & Family Services, Inc.",Crossroads Head Start,1333 West Main Street,Norman,OK,73069,6864,Cleveland County,(580) 248-0474,(405)292-6440 - 340,34.6027,-98.4262
Northern Manhattan Head Start,,4467 Broadway,,New York,NY,10040,2603,New York County,,(646) 684-3701,,02CH010649,0,"Fort George Community Services, Inc.",4467 Broadway, ,New York,NY,10040,2603,New York County,(646) 684-3701,(212)795-9184,40.8575,-73.9326
Clarksville Center,,700 S Cline Rd,,Clarksville,AR,72830,3931,Johnson County,,(479) 705-0708,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(479) 705-0708,(479)857-9859,35.4647,-93.486
Coal Hill,,102 N Main St,,Coal Hill,AR,72832,8815,Johnson County,,(479) 497-1373,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(479) 497-1373,(479)857-9859,35.4389,-93.6741
Danville Center,,700 Industrial St,,Danville,AR,72833,8820,Yell County,,(479) 495-2999,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(479) 495-2999,(479)857-9859,35.0545,-93.38
Dardanelle Center,,12874 State Highway 22,,Dardanelle,AR,72834,8902,Yell County,,(479) 229-1424,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(479) 229-1424,(479)857-9859,35.2463,-93.1986
Hector Center,,11529 Sr 27,,Hector,AR,72843,8710,Pope County,,(479) 284-0088,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(479) 284-0088,(479)857-9859,35.4693,-92.9741
Melton Ozark CDC Center,,609 N 29th St,,Ozark,AR,72949,3428,Franklin County,,(479) 667-0481,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(479) 667-0481,(479)857-9859,35.4933,-93.8575
Mena Center,,606 Pine Ave,,Mena,AR,71953,4158,Polk County,,(479) 385-5091,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(479) 385-5091,(479)857-9859,34.5782,-94.2335
Morrilton Center,,100 Robert Fiser Ave,,Morrilton,AR,72110,4517,Conway County,,(501) 289-6139,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(501) 289-6139,(479)857-9859,35.1676,-92.7186
Paris Center,,200 W Academy St,,Paris,AR,72855,3858,Logan County,,(479) 963-1441,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(479) 963-1441,(479)857-9859,35.2899,-93.732
Perry Center,,309 E 7th Ave,,Perry,AR,72125,7563,Perry County,,(501) 662-4652,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(501) 662-4652,(479)857-9859,35.0421,-92.7915
Russellville Elmira Center,,507 N Elmira Ave,,Russellville,AR,72802,9656,Pope County,,(479) 219-5292,,06CH010674,0,"ARVAC, Inc.",227 Sr 333, ,Russellville,AR,72802,1008,Pope County,(479) 219-5292,(479)857-9859,35.2845,-93.102
Adelina Fritz Early Learning Center,,6030 Farragut Dr,,San Antonio,TX,78238,5001,Bexar County,,(210) 226-6232,,06CH010832,0,Parent Child Incorporated,7815 Mainland Dr, ,San Antonio,TX,78250,5150,Bexar County,(210) 226-6232,(210)475-5006,29.4608,-98.6043
Clarice Roe Early Learning Center,,10270 Ladd Rd,,Macdona,TX,78054,-1,Bexar County,,(210) 226-6232,,06CH010832,0,Parent Child Incorporated,7815 Mainland Dr, ,San Antonio,TX,78250,5150,Bexar County,(210) 226-6232,(210)475-5006,29.3246,-98.6931
East Central Early Learning Center,,11935 Donop Rd,,San Antonio,TX,78223,4202,Bexar County,,(210) 226-6232,,06CH010832,0,Parent Child Incorporated,7815 Mainland Dr, ,San Antonio,TX,78250,5150,Bexar County,(210) 226-6232,(210)475-5006,29.3,-98.3821
Evelyn L. King Early Learning Center,,101 Daniel Rd,,San Antonio,TX,78220,2115,Bexar County,,(210) 226-6232,,06CH010832,0,Parent Child Incorporated,7815 Mainland Dr, ,San Antonio,TX,78250,5150,Bexar County,(210) 226-6232,(210)475-5006,29.4183,-98.3455
Terry O'Connor Early Learning Center,,19810 Hwy 281 South,,San Antonio,TX,78221,-1,Bexar County,,(210) 226-6232,,06CH010832,0,Parent Child Incorporated,7815 Mainland Dr, ,San Antonio,TX,78250,5150,Bexar County,(210) 226-6232,(210)475-5006,29.225,-98.4758
Lost Creek Early Learning Center,,16352 Judson Rd,,San Antonio,TX,78247,1401,Bexar County,,(210) 226-6232,,06CH010832,0,Parent Child Incorporated,7815 Mainland Dr, ,San Antonio,TX,78250,5150,Bexar County,(210) 226-6232,(210)475-5006,29.5886,-98.3785
Pearsall Early Learning Center,,6030 Old Pearsall Rd,,San Antonio,TX,78242,2612,Bexar County,,(210) 226-6232,,06CH010832,0,Parent Child Incorporated,7815 Mainland Dr, ,San Antonio,TX,78250,5150,Bexar County,(210) 226-6232,(210)475-5006,29.3457,-98.6151
West Hutchins Early Learning Center,,1405 W Hutchins Pl,,San Antonio,TX,78221,2524,Bexar County,,(210) 226-6232,,06CH010832,0,Parent Child Incorporated,7815 Mainland Dr, ,San Antonio,TX,78250,5150,Bexar County,(210) 226-6232,(210)475-5006,29.3456,-98.5267
PCI Place for Life Head Start Early Learning Center,,5820 NW Loop 410,,San Antonio,TX,78238,2516,Bexar County,,(210) 226-6232,,06CH010832,0,Parent Child Incorporated,7815 Mainland Dr, ,San Antonio,TX,78250,5150,Bexar County,(210) 226-6232,(210)475-5006,29.4784,-98.6052
Twin Rivers Head Start,,569 Abbington Dr,,East Windsor,NJ,8520,5800,Mercer County,,,,02CH010799,0,"Tri-County Community Action Agency, Inc.",110 Cohansey Street,,Bridgeton,NJ,8302,1922,Cumberland County,,(856)453-0803 - 6676,40.2648,-74.4882
Ridgeview,,388 Water Tank Hill Rd,,Sophia,WV,25921,1179,Raleigh County,,(304) 683-4572,,03CH010763,0,Raleigh County Community Action Association,111 Willow Lane,,Beckley,WV,25801,-1,Raleigh County,(304) 683-4572,(304)252-0688 - 116,37.7257,-81.2536
Stoney Point Head Start Center,,108 Point Dr,,Del Valle,TX,78617,5069,Travis County,,(1) 512-247,,06CH010833,0,Cen-Tex Family Services Inc,2402 Main St, ,Bastrop,TX,78602,1505,Bastrop County,(1) 512-247,(512)303-7737 - 58182,30.1341,-97.5669
Lost Pines Head Start Center,,151 Tiger Woods Dr,,Bastrop,TX,78602,6775,Bastrop County,,(512) 308-9129,,06CH010833,0,Cen-Tex Family Services Inc,2402 Main St, ,Bastrop,TX,78602,1505,Bastrop County,(512) 308-9129,(512)303-7737 - 58182,30.1773,-97.2806
Cedar Creek Head Start Center,,5582 FM 535,,Cedar Creek,TX,78612,3187,Bastrop County,,(1) 512-321,,06CH010833,0,Cen-Tex Family Services Inc,2402 Main St, ,Bastrop,TX,78602,1505,Bastrop County,(1) 512-321,(512)303-7737 - 58182,30.0845,-97.4992
Smithville Head Start Center,,308 SW 4th St,,Smithville,TX,78957,2209,Bastrop County,,(1) 512-237,,06CH010833,0,Cen-Tex Family Services Inc,2402 Main St, ,Bastrop,TX,78602,1505,Bastrop County,(1) 512-237,(512)303-7737 - 58182,30.0041,-97.165
Eagle Lake Child Development Center,,600 J D Hutchins Dr,P.O. 663,Eagle Lake,TX,77434,3215,Colorado County,,(979) 234-6863,,06CH010833,0,Cen-Tex Family Services Inc,2402 Main St, ,Bastrop,TX,78602,1505,Bastrop County,(979) 234-6863,(512)303-7737 - 58182,29.5854,-96.3452
Jeff Dock Child Development Center,,1975 N Main St,,Giddings,TX,78942,1371,Lee County,,(1) 979-542,,06CH010833,0,Cen-Tex Family Services Inc,2402 Main St, ,Bastrop,TX,78602,1505,Bastrop County,(1) 979-542,(512)303-7737 - 58182,30.1988,-96.9328
Elgin Child Development Center,,1002 N Avenue C,,Elgin,TX,78621,2124,Bastrop County,,(512) 285-4022,,06CH010833,0,Cen-Tex Family Services Inc,2402 Main St, ,Bastrop,TX,78602,1505,Bastrop County,(512) 285-4022,(512)303-7737 - 58182,30.3527,-97.3704
Emile Head Start,,601 Martin Luther King Dr,,Bastrop,TX,78602,3442,Bastrop County,,(512) 308-9107,,06CH010833,0,Cen-Tex Family Services Inc,2402 Main St, ,Bastrop,TX,78602,1505,Bastrop County,(512) 308-9107,(512)303-7737 - 58182,30.1064,-97.3112
Ann Klose First (AK 1st),,295 Colonie St,,Albany,NY,12210,1538,Albany County,,(518) 432-9622,,02CH010835,0,"Albany County Opportunity, Incorporated",333 Sheridan Ave, ,Albany,NY,12206,3133,Albany County,(518) 432-9622,(518)463-3175,42.6631,-73.7548
Early Learning Center/ELC,,25 Monroe St,,Albany,NY,12210,2732,Albany County,,(518) 463-0655,,02CH010835,0,"Albany County Opportunity, Incorporated",333 Sheridan Ave, ,Albany,NY,12206,3133,Albany County,(518) 463-0655,(518)463-3175,42.6543,-73.7519
Ogden Mills,,1 Ogden Plaza,,Cohoes,NY,12047,-1,Albany County,,(518) 237-1395,,02CH010835,0,"Albany County Opportunity, Incorporated",333 Sheridan Ave, ,Albany,NY,12206,3133,Albany County,(518) 237-1395,(518)463-3175,42.7742,-73.7023
Olivia Rorie (ORC),,7 Morton Ave,,Albany,NY,12202,1655,Albany County,,(518) 462-5411,,02CH010835,0,"Albany County Opportunity, Incorporated",333 Sheridan Ave, ,Albany,NY,12206,3133,Albany County,(518) 462-5411,(518)463-3175,42.6426,-73.7588
Ontario St.,,170 Ontario St,,Albany,NY,12206,2321,Albany County,,(518) 729-2001,,02CH010835,0,"Albany County Opportunity, Incorporated",333 Sheridan Ave, ,Albany,NY,12206,3133,Albany County,(518) 729-2001,(518)463-3175,42.6651,-73.7767
Ravena,,15 Mountain Rd,,Ravena,NY,12143,1234,Albany County,,(518) 756-4206,,02CH010835,0,"Albany County Opportunity, Incorporated",333 Sheridan Ave, ,Albany,NY,12206,3133,Albany County,(518) 756-4206,(518)463-3175,42.4728,-73.8148
Hackett Boulevard,,21 Hackett Blvd,,Albany,NY,12208,3407,Albany County,,(518) 436-0013,,02CH010835,0,"Albany County Opportunity, Incorporated",333 Sheridan Ave, ,Albany,NY,12206,3133,Albany County,(518) 436-0013,(518)463-3175,42.6461,-73.7779
Albany Public Library,,161 Washington Ave,,Albany,NY,12210,2303,Albany County,,,,02CH010835,0,"Albany County Opportunity, Incorporated",333 Sheridan Ave, ,Albany,NY,12206,3133,Albany County,,(518)463-3175,42.6566,-73.7622
Clay City Elementary,,4901 Main St,,Clay City,KY,40312,1138,Powell County,,(606) 663-3315,,04CH010721,0,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,,Lexington,KY,40508,2451,Fayette County,(606) 663-3315,(859)233-4600 - 1402,37.863,-83.9265
Stanton Elementary,,651 Breckenridge St,,Stanton,KY,40380,2018,Powell County,,(606) 663-3311,,04CH010721,0,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,,Lexington,KY,40508,2451,Fayette County,(606) 663-3311,(859)233-4600 - 1402,37.8518,-83.8615
The Prep Academy at Powell County,,40 Ladonna Dr,,Clay City,KY,40312,9150,Powell County,,(606) 663-2937,,04CH010721,0,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,,Lexington,KY,40508,2451,Fayette County,(606) 663-2937,(859)233-4600 - 1402,37.8433,-83.9018
McKee Elementary,,1005 Highway 89 N,,McKee,KY,40447,7847,Jackson County,,(606) 287-7157,,04CH010721,0,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,,Lexington,KY,40508,2451,Fayette County,(606) 287-7157,(859)233-4600 - 1402,37.4425,-83.9922
Sandgap Elementary,,6783 Highway 421 N.,,Sandgap,KY,40481,-1,Jackson County,,(606) 965-3171,,04CH010721,0,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,,Lexington,KY,40508,2451,Fayette County,(606) 965-3171,(859)233-4600 - 1402,37.4829,-84.0837
Tyner Elementary,,1340 Highway 30 West,,Tyner,KY,40486,-1,Jackson County,,(606) 364-5105,,04CH010721,0,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,,Lexington,KY,40508,2451,Fayette County,(606) 364-5105,(859)233-4600 - 1402,37.3773,-83.882
South Irvine Elementary,,1000 S Irvine Rd,,Irvine,KY,40336,7658,Estill County,,(606) 726-3078,,04CH010721,0,"Community Action Council for Lexington-Fayette, Bourbon, Harrison & Nicholas Counties Inc",710 West High Street,,Lexington,KY,40508,2451,Fayette County,(606) 726-3078,(859)233-4600 - 1402,37.6836,-83.978
Flandreau Center,,500 W 1st Ave,,Flandreau,SD,57028,1004,Moody County,,(605) 864-9068,,08CH010817,0,INTER-LAKES COMMUNITY ACTION PARTNERSHIP INC,111 N Van Eps Ave,,Madison,SD,57042,2800,Lake County,(605) 864-9068,(605)256-6518,44.0508,-96.6018
Buffalo,,1405 3rd Ave NE,Wright Technical Center,Buffalo,MN,55313,1925,Wright County,,(763) 684-0027,,05CH010838,0,"Wright County Community Action, Inc.",130 Division St W,,Maple Lake,MN,55358,4575,Wright County,(763) 684-0027,(320)963-6500 - 228,45.192,-93.8699
Howard Lake,,625 12th Ave. South,St. John's Lutheran Church,Howard Lake,MN,55349,-1,Wright County,,(320) 543-2955,,05CH010838,0,"Wright County Community Action, Inc.",130 Division St W,,Maple Lake,MN,55358,4575,Wright County,(320) 543-2955,(320)963-6500 - 228,45.06,-94.0774
Delano,,3976 County Line Rd SE,Light of Christ Lutheran Church,Delano,MN,55328,8825,Wright County,,(763) 972-8120,,05CH010838,0,"Wright County Community Action, Inc.",130 Division St W,,Maple Lake,MN,55358,4575,Wright County,(763) 972-8120,(320)963-6500 - 228,45.0493,-93.7651
Monticello,,9375 Fenning Ave NE,Eastview Elementary Building,Monticello,MN,55362,8569,Wright County,,(763) 272-2922,,05CH010838,0,"Wright County Community Action, Inc.",130 Division St W,,Maple Lake,MN,55358,4575,Wright County,(763) 272-2922,(320)963-6500 - 228,45.2856,-93.7717
Montrose,,115 2nd St S,,Montrose,MN,55363,8585,Wright County,,(763) 682-8478,,05CH010838,0,"Wright County Community Action, Inc.",130 Division St W,,Maple Lake,MN,55358,4575,Wright County,(763) 682-8478,(320)963-6500 - 228,45.0687,-93.9103
Annandale,,250 Oak Ave N,,Annandale,MN,55302,1201,Wright County,,(320) 274-3318,,05CH010838,0,"Wright County Community Action, Inc.",130 Division St W,,Maple Lake,MN,55358,4575,Wright County,(320) 274-3318,(320)963-6500 - 228,45.2655,-94.1248
Bland Head Start Center,,76 Seddon Street,,Bland,VA,24315,-1,Bland County,,(276) 688-8715,,03CH010691,0,Clinch Valley Community Action,1379 Tazewell Avenue,,North Tazewell,VA,24630,-1,Tazewell County,(276) 688-8715,(276)988-5583 - 249,37.1014,-81.1227
Chilhowie Head Start Center,,809 Mason Alley,,Chilhowie,VA,24319,-1,Smyth County,,(276) 646-8715,,03CH010691,0,Clinch Valley Community Action,1379 Tazewell Avenue,,North Tazewell,VA,24630,-1,Tazewell County,(276) 646-8715,(276)988-5583 - 249,36.8039,-81.6785
McCready Head Start Center,,632 Upper Poore Valley Rd,,Saltville,VA,24370,3144,Smyth County,,(276) 276-5583,,03CH010691,0,Clinch Valley Community Action,1379 Tazewell Avenue,,North Tazewell,VA,24630,-1,Tazewell County,(276) 276-5583,(276)988-5583 - 249,36.918,-81.7338
Boone Elementary School - Head Start,,6614 Spring Time St,,San Antonio,TX,78249,2702,Bexar County,,(210) 397-1494,,06CH010689,0,"Family Service Association of San Antonio, Inc.",702 San Pedro Avenue,,San Antonio,TX,78212,4610,Bexar County,(210) 397-1494,(210)299-2740,29.5513,-98.6185
Brauchle Elementary School - Head Start,,8555 Bowens Crossing St,,San Antonio,TX,78250,2700,Bexar County,,(210) 397-1544,,06CH010689,0,"Family Service Association of San Antonio, Inc.",702 San Pedro Avenue,,San Antonio,TX,78212,4610,Bexar County,(210) 397-1544,(210)299-2740,29.5235,-98.6847
